geography,year,question_code,question_text,response_category,response_variable,gender,value
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,1
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,1
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,1
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,2
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Male,0
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Female,0
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",9-11,sog_w2_hrs_dmstc_911,Combined,0
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,22
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,10
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,16
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,11
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,11
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,10
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,6
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,8
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,12
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,9
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,3
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,3
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,2
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,15
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,8
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,11
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,8
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,6
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,7
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,5
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,15
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,14
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,15
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,7
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,5
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,6
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,8
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,2
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,5
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Male,17
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Female,15
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",0,sog_w2_hrs_dmstc_none,Combined,16
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,16
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,10
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,6
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,16
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,9
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,7
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,16
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,12
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,2
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,12
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,6
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,8
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,6
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,14
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,8
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,9
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,13
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,11
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,7
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,5
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,1
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,3
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,2
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,4
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,3
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,3
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,3
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,8
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,5
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,4
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,5
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,4
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Male,7
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Female,9
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",>11,sog_w2_hrs_dmstc_over11,Combined,8
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,12
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,6
Indonesia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,9
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,16
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,9
India,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,14
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,16
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,8
Malaysia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,12
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,23
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,9
Singapore,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,17
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,13
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,8
Australia,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,10
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,17
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,9
New Zealand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,13
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,6
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,11
Philippines,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,8
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,29
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,26
Taiwan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,28
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,33
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,14
Japan,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,24
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,33
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,29
South Korea,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,31
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,14
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,9
Thailand,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,12
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,11
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,15
Vietnam,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,13
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Male,17
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Female,24
Myanmar,2021,B.24,"On a typical day, how many hours per day do you spend on domestic tasks or family care activities? (for example, taking care of children, cooking and cleaning)",<1,sog_w2_hrs_dmstc_under1,Combined,20
